pdf_id,incremental_updates,eof_marker_count,metadata_anomaly_score,hidden_text_spans,white_text_spans,javascript_count,embedded_files_count,signature_gap_score,render_ela_suspicious_block_ratio,render_noise_hotspot_ratio,object_count,stream_entropy,xref_mismatch_score,font_switch_score,ocr_text_layer_gap,is_scanned_pdf,has_signature,hard_subtle_case,label
PDF_07610,1,1,0.0,2,5,0,0,26.84,0.2222,0.3752,56,4.986,0.0,0.0,62.19,1,1,0,1
PDF_07611,1,2,21.41,5,5,3,0,9.89,0.3072,0.4406,135,5.123,15.62,45.46,77.23,1,0,0,1
PDF_07612,2,3,62.68,9,10,2,0,44.34,0.2957,0.2529,136,6.473,82.45,51.11,44.65,0,1,0,1
PDF_07613,2,2,21.05,4,5,1,0,13.25,0.204,0.3082,127,5.207,61.4,37.43,18.86,0,0,0,1
PDF_07614,2,3,59.16,10,6,1,0,24.32,0.2842,0.1933,125,5.359,46.19,56.95,27.01,0,0,0,1
PDF_07615,2,3,25.14,6,6,1,0,21.37,0.2838,0.2953,138,6.269,31.41,21.71,37.84,0,0,1,1
PDF_07616,1,2,50.52,10,6,2,0,49.31,0.2254,0.2822,150,6.542,53.71,34.64,32.56,0,1,0,1
PDF_07617,0,2,28.99,6,4,1,0,8.4,0.2369,0.321,117,6.031,49.6,50.57,36.82,0,0,0,1
PDF_07618,1,2,1.44,3,4,1,0,51.32,0.1787,0.173,61,5.76,22.78,17.58,12.39,0,1,0,1
PDF_07619,0,2,20.88,6,5,1,0,1.81,0.231,0.1968,82,5.512,46.29,21.37,31.57,0,0,0,1
PDF_07620,2,2,33.51,9,7,2,0,22.35,0.3078,0.5007,146,5.64,55.52,27.31,83.28,1,0,0,1
PDF_07621,2,2,26.64,5,4,1,0,66.5,0.2312,0.332,104,6.701,65.2,0.0,75.84,1,1,0,1
PDF_07622,1,2,52.77,6,5,0,0,72.69,0.2896,0.1391,176,4.809,51.28,50.25,34.19,0,1,0,1
PDF_07623,2,2,49.5,11,2,2,1,24.22,0.2651,0.258,114,6.94,55.0,46.95,40.82,0,0,0,1
PDF_07624,2,3,60.64,8,10,2,0,88.04,0.3731,0.3611,166,6.519,90.46,53.75,25.87,0,1,0,1
PDF_07625,0,2,9.45,4,3,1,0,0.0,0.2396,0.2188,51,6.143,58.41,18.79,13.09,0,0,0,1
PDF_07626,1,1,1.18,4,2,0,0,0.0,0.3151,0.3461,132,5.367,8.54,0.16,51.51,1,0,1,1
PDF_07627,2,1,45.64,5,7,2,1,16.03,0.313,0.4334,164,6.741,53.91,15.85,71.88,1,0,0,1
PDF_07628,0,3,31.34,5,3,1,1,0.31,0.2559,0.2588,72,7.326,10.5,12.2,11.47,0,0,0,1
PDF_07629,0,3,8.73,9,4,1,0,36.82,0.2287,0.2094,104,6.359,6.96,12.95,27.88,0,0,1,1
PDF_07630,1,2,33.87,5,4,2,1,50.36,0.2922,0.2802,53,4.881,30.21,21.21,7.54,0,1,0,1
PDF_07631,2,3,23.87,3,4,0,0,7.09,0.2529,0.2547,157,5.581,39.9,26.47,20.17,0,0,1,1
PDF_07632,1,1,13.66,2,0,0,0,32.01,0.1099,0.0995,80,5.606,18.2,3.83,27.34,0,1,1,1
PDF_07633,0,2,46.08,6,5,2,0,32.06,0.3647,0.475,176,6.274,43.64,55.45,81.01,1,0,0,1
PDF_07634,1,3,10.26,4,3,0,0,5.35,0.1188,0.1936,89,5.564,11.16,1.62,1.86,0,0,1,1
PDF_07635,3,2,20.04,5,0,0,0,51.95,0.187,0.2184,144,6.304,31.67,23.71,35.5,0,1,1,1
PDF_07636,0,2,8.72,1,2,0,0,3.46,0.1444,0.1565,70,5.509,18.54,30.21,37.28,0,0,1,1
PDF_07637,0,3,6.85,2,3,1,0,28.49,0.3364,0.3817,75,4.975,23.61,0.0,40.25,1,1,1,1
PDF_07638,2,3,60.63,11,9,2,0,62.95,0.3536,0.2621,135,6.382,80.52,56.81,48.08,0,1,0,1
PDF_07639,0,1,5.53,4,5,2,0,0.0,0.1289,0.2088,121,5.62,13.99,4.79,20.85,0,0,0,1
PDF_07640,0,2,13.55,4,6,2,0,0.0,0.1991,0.2549,110,5.493,50.19,8.29,9.76,0,0,0,1
PDF_07641,0,3,82.61,11,6,2,0,32.93,0.2756,0.3148,219,6.278,51.41,60.92,48.56,0,0,0,1
PDF_07642,0,2,15.41,5,0,2,0,41.69,0.1466,0.2464,71,5.779,18.35,3.85,9.93,0,1,0,1
PDF_07643,2,2,33.86,9,7,0,0,98.34,0.3143,0.2888,190,6.193,43.94,44.98,33.25,0,1,1,1
PDF_07644,2,2,52.29,6,11,2,0,95.33,0.2636,0.214,135,5.228,47.82,51.49,30.58,0,1,0,1
PDF_07645,0,1,29.23,3,3,1,0,30.71,0.2409,0.2751,135,5.844,28.4,19.35,39.88,0,0,1,1
PDF_07646,2,1,28.45,8,2,2,1,0.0,0.233,0.1681,105,5.248,30.66,28.01,25.17,0,0,1,1
PDF_07647,0,1,24.6,3,3,2,0,0.2,0.1786,0.3261,82,6.448,37.38,16.23,26.76,0,0,0,1
PDF_07648,1,2,58.52,9,7,2,0,64.95,0.2584,0.292,134,6.221,67.36,60.69,33.32,0,1,0,1
PDF_07649,2,2,19.43,4,3,1,1,52.23,0.329,0.3677,83,5.51,35.74,24.69,69.21,1,1,1,1
PDF_07650,1,3,44.81,8,7,2,1,52.56,0.2899,0.2147,174,6.753,51.81,48.84,28.08,0,1,0,1
PDF_07651,3,3,37.7,10,7,0,0,78.73,0.3514,0.281,115,7.911,58.28,57.87,28.57,0,1,0,1
PDF_07652,3,1,32.13,5,3,2,0,10.5,0.1876,0.1275,95,5.395,40.16,64.81,27.2,0,0,0,1
PDF_07653,0,1,20.98,5,2,1,1,0.0,0.2853,0.3859,122,5.826,34.59,18.42,31.75,1,0,0,1
PDF_07654,3,2,18.37,3,3,0,0,7.19,0.3226,0.3566,128,6.211,28.1,37.07,74.88,1,0,1,1
PDF_07655,1,2,17.95,3,1,0,0,0.0,0.2003,0.2927,57,5.919,26.82,28.73,34.91,0,0,0,1
PDF_07656,1,2,40.12,3,4,1,0,3.77,0.2538,0.2472,96,6.291,26.34,23.11,34.66,0,0,0,1
PDF_07657,0,2,18.84,2,3,0,0,22.45,0.2304,0.1237,90,5.738,39.44,16.61,9.36,0,0,1,1
PDF_07658,1,2,21.92,6,0,1,0,2.96,0.2108,0.2352,119,5.711,36.62,20.06,0.0,0,0,0,1
PDF_07659,0,2,21.7,3,3,1,0,40.55,0.2167,0.1752,102,5.752,39.96,25.43,41.8,0,1,1,1
PDF_07660,0,2,14.24,3,2,1,0,23.51,0.3144,0.4628,108,5.655,32.1,29.62,80.77,1,0,0,1
PDF_07661,1,3,36.05,7,6,1,0,0.0,0.2616,0.2208,145,5.299,16.9,33.2,19.69,0,0,0,1
PDF_07662,1,2,1.92,3,2,0,1,0.0,0.2012,0.3285,61,6.706,15.92,0.0,60.83,1,0,0,1
PDF_07663,0,1,1.72,3,2,0,0,0.0,0.2033,0.2252,116,5.674,22.14,0.0,5.98,0,0,1,1
PDF_07664,0,1,0.0,2,0,0,0,0.0,0.1532,0.1159,93,5.485,11.14,6.34,9.3,0,0,1,1
PDF_07665,0,2,23.85,3,3,0,0,53.72,0.388,0.3133,166,6.489,26.84,8.88,60.77,1,1,1,1
PDF_07666,2,2,31.57,4,2,1,0,47.07,0.2003,0.2615,86,6.537,31.5,11.59,29.6,0,1,0,1
PDF_07667,1,1,0.0,2,6,0,1,25.09,0.1644,0.1899,82,5.511,18.14,5.71,23.32,0,1,0,1
PDF_07668,1,2,47.32,9,7,2,0,35.84,0.3243,0.3447,142,5.486,58.98,46.16,16.8,0,0,0,1
PDF_07669,1,3,14.78,2,2,0,0,25.32,0.2794,0.2195,117,6.054,37.75,31.04,31.53,0,0,1,1
PDF_07670,0,2,7.98,1,1,2,1,11.3,0.1917,0.2671,113,4.485,31.28,4.64,18.2,0,0,0,1
PDF_07671,1,2,19.78,2,8,2,0,0.0,0.2341,0.1342,49,5.758,0.0,21.81,3.95,0,0,0,1
PDF_07672,2,3,64.0,11,8,2,0,54.84,0.2989,0.3364,155,5.48,62.32,88.73,38.83,0,0,0,1
PDF_07673,0,2,0.0,0,0,0,0,11.91,0.1024,0.1084,128,4.727,13.44,21.82,26.57,0,0,1,1
PDF_07674,1,2,13.94,3,2,0,0,0.0,0.2228,0.1307,43,4.655,8.82,9.04,0.29,0,0,0,1
PDF_07675,0,2,12.39,3,0,1,0,30.2,0.1963,0.1701,102,5.625,21.64,6.15,24.65,0,1,1,1
PDF_07676,1,1,19.14,9,5,2,0,0.0,0.2055,0.293,115,6.305,40.72,22.91,33.23,0,0,0,1
PDF_07677,2,2,45.18,5,10,2,1,49.84,0.454,0.3938,158,6.515,62.49,64.17,76.55,1,0,0,1
PDF_07678,1,2,18.27,8,5,1,0,24.52,0.2462,0.1494,125,5.733,55.19,33.58,37.44,0,0,0,1
PDF_07679,2,1,10.58,1,5,0,0,48.57,0.2051,0.1368,96,5.59,13.99,21.35,5.74,0,1,1,1
PDF_07680,0,2,10.05,8,1,0,1,51.76,0.1581,0.3025,78,5.122,15.52,18.7,17.44,0,1,1,1
PDF_07681,1,1,14.31,2,1,0,0,35.56,0.2514,0.1697,137,5.52,7.75,0.0,20.84,0,1,1,1
PDF_07682,0,2,10.55,3,2,1,0,9.36,0.105,0.2174,132,4.95,35.05,12.99,23.86,0,0,1,1
PDF_07683,1,2,42.19,6,4,0,0,43.7,0.2761,0.3313,117,5.891,46.04,40.2,43.73,0,0,1,1
PDF_07684,1,2,75.36,14,10,3,0,12.64,0.4423,0.4588,225,5.91,86.52,79.7,82.24,1,0,0,1
PDF_07685,0,3,23.2,4,5,1,0,0.0,0.1466,0.2188,51,5.416,32.61,15.81,13.96,0,0,0,1
PDF_07686,2,2,34.33,7,4,1,0,20.46,0.2525,0.2086,116,5.921,30.05,20.56,4.41,0,0,0,1
PDF_07687,0,2,49.75,9,3,1,0,71.7,0.2395,0.1822,118,6.637,42.69,63.67,26.93,0,1,0,1
PDF_07688,2,3,25.55,6,1,0,0,14.96,0.3387,0.2732,144,6.46,32.92,41.74,47.93,0,0,1,1
PDF_07689,0,2,15.19,2,5,0,0,10.9,0.2148,0.2324,81,5.619,45.08,27.47,15.55,0,0,0,1
PDF_07690,1,2,13.16,1,5,1,0,54.48,0.1898,0.278,103,5.813,9.39,16.54,24.42,0,1,1,1
PDF_07691,2,3,40.79,7,5,2,0,21.36,0.3061,0.1838,147,5.877,43.75,32.15,30.29,0,0,0,1
PDF_07692,2,2,17.82,5,4,0,0,38.78,0.2842,0.3413,94,6.048,40.28,25.92,39.59,0,0,1,1
PDF_07693,1,2,52.18,7,5,1,0,23.35,0.2719,0.1541,116,5.731,41.21,25.37,8.22,0,0,0,1
PDF_07694,1,2,4.71,4,5,2,0,7.99,0.2034,0.1355,104,6.145,24.83,8.62,12.39,0,0,0,1
PDF_07695,1,2,4.3,2,2,0,1,0.0,0.2492,0.1569,80,6.238,12.68,9.95,26.28,0,0,1,1
PDF_07696,1,1,19.39,3,4,0,0,1.1,0.2138,0.1968,116,6.097,41.9,8.9,17.0,0,0,0,1
PDF_07697,1,2,10.49,5,7,1,1,21.35,0.2538,0.2291,90,6.149,39.8,11.91,7.96,0,0,0,1
PDF_07698,1,3,24.42,0,4,0,0,0.0,0.1303,0.2153,112,5.338,6.44,0.0,20.19,0,0,0,1
PDF_07699,2,3,4.95,0,0,0,0,0.0,0.1648,0.2511,30,4.364,20.01,14.23,20.78,0,0,1,1
PDF_07700,1,2,23.29,2,4,2,0,14.61,0.2125,0.2311,73,6.564,20.88,19.92,34.8,0,0,0,1
PDF_07701,2,2,0.0,2,3,2,0,0.0,0.2245,0.3402,83,6.059,10.57,0.0,73.67,1,0,0,1
PDF_07702,2,1,14.8,11,7,2,1,41.05,0.2692,0.3806,154,6.404,53.05,3.89,63.15,1,0,0,1
PDF_07703,2,2,23.38,7,2,2,1,29.4,0.2803,0.2579,162,6.291,44.03,25.74,41.02,0,0,1,1
PDF_07704,1,2,42.68,8,8,1,0,46.16,0.2776,0.2494,121,5.57,59.0,45.01,34.24,0,1,0,1
PDF_07705,3,2,47.57,9,8,1,0,12.15,0.2189,0.2507,186,5.052,49.75,53.76,25.14,0,0,0,1
PDF_07706,2,2,23.99,5,6,1,0,16.43,0.2772,0.2236,127,5.936,33.19,30.54,44.98,0,0,1,1
PDF_07707,1,2,37.31,7,5,2,0,33.48,0.2079,0.2687,93,5.766,49.57,33.54,38.49,0,0,0,1
PDF_07708,0,1,16.99,2,0,1,0,23.81,0.1859,0.2157,120,5.594,35.22,19.71,27.16,0,0,1,1
PDF_07709,2,2,10.14,4,4,4,0,0.0,0.2454,0.224,127,5.938,12.42,41.69,36.76,0,0,0,1
PDF_07710,1,2,7.92,5,1,1,0,19.15,0.1818,0.1744,52,5.767,23.37,22.45,26.43,0,1,0,1
PDF_07711,0,3,8.92,7,0,1,0,0.0,0.2349,0.1603,94,4.523,26.22,0.0,26.07,0,0,1,1
PDF_07712,1,3,55.27,8,7,2,0,39.62,0.3414,0.4115,192,6.425,63.68,43.74,96.05,1,1,0,1
PDF_07713,1,3,52.89,8,3,3,0,26.23,0.2227,0.2644,94,5.175,67.26,37.43,23.52,0,0,0,1
PDF_07714,1,2,24.77,3,4,1,0,6.93,0.3168,0.32,152,6.5,26.85,36.83,32.96,0,0,1,1
PDF_07715,0,2,19.33,3,2,0,0,19.76,0.3411,0.434,154,6.547,28.66,13.46,94.38,1,0,1,1
PDF_07716,2,2,56.29,9,8,2,0,29.29,0.3542,0.3428,176,5.303,67.57,69.99,48.36,0,0,0,1
PDF_07717,1,1,40.67,6,4,1,0,55.35,0.1782,0.1939,112,6.628,35.25,14.1,30.69,0,1,0,1
PDF_07718,2,1,35.22,7,7,2,0,13.33,0.1991,0.1897,51,6.922,46.04,13.56,37.71,0,0,0,1
PDF_07719,0,3,10.85,3,3,1,0,33.98,0.1875,0.2966,137,5.941,46.65,15.74,68.43,1,1,0,1
PDF_07720,1,1,15.19,2,1,0,0,19.37,0.2472,0.3789,135,6.214,28.7,0.66,64.71,1,0,0,1
PDF_07721,0,1,11.5,8,7,2,0,36.02,0.1997,0.1559,83,5.791,38.34,12.74,10.37,0,1,0,1
PDF_07722,1,1,36.7,6,4,1,1,3.63,0.2434,0.1651,123,5.933,24.49,0.0,27.35,0,0,0,1
PDF_07723,1,2,34.63,6,10,1,0,23.92,0.3785,0.4908,171,5.573,56.15,56.28,74.74,1,0,0,1
PDF_07724,2,1,0.41,5,8,1,0,0.0,0.1854,0.2038,103,5.634,31.33,0.0,0.0,0,0,0,1
PDF_07725,1,3,74.89,6,9,2,0,30.99,0.2651,0.2837,156,6.012,72.69,48.71,29.37,0,0,0,1
PDF_07726,0,1,30.8,8,6,4,0,33.71,0.2317,0.3233,134,6.505,73.06,28.66,18.34,0,1,0,1
PDF_07727,1,1,43.2,7,3,1,1,4.63,0.1975,0.2319,155,5.704,30.5,24.25,28.09,0,0,0,1
PDF_07728,1,1,26.71,4,5,1,1,50.06,0.2427,0.1908,99,5.233,20.41,26.25,34.02,0,1,0,1
PDF_07729,2,1,26.56,5,3,1,0,54.32,0.3094,0.4007,176,5.558,49.82,45.87,82.61,1,1,0,1
PDF_07730,3,2,70.34,10,6,2,0,42.94,0.4701,0.3103,171,6.949,54.34,69.04,52.15,0,0,0,1
PDF_07731,2,3,29.55,8,5,2,0,59.29,0.2848,0.1609,186,5.58,14.82,51.39,44.93,0,0,1,1
PDF_07732,3,3,57.77,9,6,4,0,16.15,0.4097,0.2341,170,5.718,84.78,52.43,43.2,0,0,0,1
PDF_07733,2,2,56.61,5,5,1,0,10.35,0.1936,0.2068,115,5.283,42.04,52.81,34.96,0,0,0,1
PDF_07734,1,1,16.67,6,2,0,0,12.74,0.2802,0.2108,96,5.712,34.76,15.58,23.6,0,0,0,1
PDF_07735,1,1,30.09,3,4,1,0,63.23,0.2766,0.1964,89,6.319,26.01,33.11,37.88,0,1,1,1
PDF_07736,1,3,78.85,11,6,2,0,28.18,0.4507,0.496,113,5.839,79.85,64.31,88.69,1,0,0,1
PDF_07737,2,2,34.1,6,4,0,0,28.53,0.3007,0.2463,177,6.793,51.63,42.87,27.91,0,0,1,1
PDF_07738,0,2,7.1,2,6,0,0,0.0,0.2045,0.1479,57,5.551,24.49,0.0,13.5,0,0,0,1
PDF_07739,0,3,37.06,7,8,2,0,2.62,0.3734,0.3377,197,6.151,63.29,25.65,79.59,1,0,0,1
PDF_07740,2,2,34.24,10,7,2,0,58.88,0.3137,0.2518,86,6.186,32.3,46.34,38.39,0,1,0,1
PDF_07741,1,2,15.19,5,5,0,0,37.79,0.1695,0.277,75,6.286,29.6,16.17,13.73,0,0,1,1
PDF_07742,1,2,46.26,9,6,2,0,58.21,0.2252,0.2446,151,7.301,55.75,57.3,31.62,0,1,0,1
PDF_07743,2,1,12.51,1,0,0,1,2.56,0.1678,0.1982,43,6.778,14.14,18.46,29.42,0,0,1,1
PDF_07744,3,2,13.06,7,6,2,0,8.77,0.1902,0.1012,150,5.599,29.98,32.62,18.77,0,0,0,1
PDF_07745,0,2,38.11,5,3,1,1,8.5,0.3276,0.3379,189,5.918,55.87,11.08,68.54,1,0,0,1
PDF_07746,3,3,44.6,3,6,1,0,53.16,0.1734,0.2706,83,6.65,37.2,35.01,28.55,0,1,0,1
PDF_07747,1,3,29.43,6,5,1,0,22.74,0.2277,0.2105,180,5.525,53.02,43.24,15.38,0,0,0,1
PDF_07748,1,3,44.78,8,4,1,0,20.39,0.3164,0.3383,124,5.958,65.77,50.23,21.1,0,0,0,1
PDF_07749,0,3,18.13,5,4,1,0,25.53,0.2413,0.2541,93,6.232,49.46,36.91,12.84,0,0,0,1
PDF_07750,2,1,44.51,8,7,1,1,67.99,0.2767,0.1808,125,6.096,45.89,34.65,26.49,0,1,0,1
PDF_07751,1,1,29.3,5,5,2,0,10.11,0.3539,0.3983,134,5.483,46.09,29.87,50.04,1,0,0,1
PDF_07752,2,1,26.66,5,5,1,0,5.22,0.2357,0.2057,79,5.262,51.88,18.85,23.86,0,0,0,1
PDF_07753,0,1,1.52,7,0,0,0,0.0,0.1098,0.2011,12,5.564,5.4,4.01,20.52,0,0,1,1
PDF_07754,1,2,36.04,5,5,1,0,32.2,0.2061,0.1437,112,5.452,48.33,20.02,39.68,0,0,0,1
PDF_07755,2,1,49.84,6,8,1,0,27.8,0.2385,0.2461,97,6.783,41.73,34.98,37.33,0,1,0,1
PDF_07756,1,3,15.15,3,2,2,0,52.69,0.3337,0.4385,134,5.797,47.76,5.26,67.88,1,1,0,1
PDF_07757,1,4,59.23,7,7,2,0,24.18,0.2543,0.2608,106,6.9,74.4,51.08,16.88,0,0,0,1
PDF_07758,2,2,50.28,3,7,2,0,26.53,0.3488,0.4417,151,4.99,47.05,46.15,68.91,1,0,0,1
PDF_07759,2,2,25.87,6,6,1,0,0.0,0.3181,0.2267,120,5.14,27.62,33.19,34.9,0,0,1,1
PDF_07760,2,2,71.9,9,11,1,0,24.77,0.2729,0.2368,92,6.138,33.63,54.95,30.19,0,0,0,1
PDF_07761,2,3,21.76,6,6,2,0,32.59,0.3798,0.4086,190,6.177,42.91,36.22,80.42,1,0,1,1
PDF_07762,0,1,1.91,0,2,0,0,19.96,0.1177,0.128,23,4.187,1.66,0.0,4.13,0,1,1,1
PDF_07763,2,3,71.78,6,8,2,0,29.93,0.3413,0.189,152,6.863,30.04,45.1,27.35,0,0,0,1
PDF_07764,1,1,38.72,9,4,2,0,7.31,0.3149,0.3977,119,6.49,23.28,23.78,70.31,1,0,0,1
PDF_07765,0,2,52.85,8,4,2,0,59.79,0.4267,0.2228,128,6.392,64.13,20.22,34.91,0,1,0,1
PDF_07766,0,1,45.15,6,4,3,0,55.08,0.1638,0.1761,144,6.48,26.39,15.31,26.64,0,1,0,1
PDF_07767,2,3,13.2,3,3,1,0,16.92,0.2835,0.2103,84,6.76,45.44,42.92,34.49,0,0,1,1
PDF_07768,0,2,18.05,4,4,0,0,33.08,0.2349,0.1239,121,6.314,44.29,24.86,10.81,0,1,0,1
PDF_07769,2,2,61.85,1,2,2,0,3.31,0.2569,0.2777,121,5.646,50.11,29.94,24.03,0,0,0,1
PDF_07770,1,2,30.48,4,2,1,0,69.72,0.2731,0.2956,149,6.001,37.92,22.79,54.29,0,1,1,1
PDF_07771,1,1,43.54,8,5,0,0,17.06,0.2281,0.1996,131,5.194,37.69,10.35,34.18,0,0,0,1
PDF_07772,1,1,19.67,7,5,2,0,60.63,0.2193,0.0856,121,5.528,38.04,4.87,12.51,0,1,0,1
PDF_07773,1,2,28.06,4,2,0,0,3.05,0.1,0.2178,104,5.464,43.39,29.35,13.95,0,0,0,1
PDF_07774,0,3,23.52,4,4,1,0,22.9,0.2393,0.2785,136,5.568,61.12,24.06,25.28,0,0,0,1
PDF_07775,1,3,57.64,10,2,2,0,26.58,0.3029,0.1799,187,5.197,65.74,69.24,20.37,0,0,0,1
PDF_07776,0,3,3.08,5,1,1,0,28.59,0.1161,0.2357,102,5.761,36.82,6.29,27.09,0,1,0,1
PDF_07777,3,2,49.52,10,12,2,0,34.88,0.3922,0.2274,182,8.0,80.92,62.73,40.67,0,0,0,1
PDF_07778,2,3,62.86,7,3,1,0,51.68,0.2337,0.3259,183,6.45,57.13,85.19,25.11,0,0,0,1
PDF_07779,1,2,45.35,8,4,2,0,29.9,0.4537,0.3293,137,6.408,43.4,43.13,85.06,1,0,0,1
PDF_07780,2,4,61.1,11,5,2,1,62.73,0.259,0.289,180,5.479,73.64,56.99,36.76,0,1,0,1
PDF_07781,0,2,19.2,5,0,1,0,1.83,0.1763,0.111,103,6.156,7.77,11.73,33.35,0,0,1,1
PDF_07782,0,1,17.34,2,4,1,0,3.09,0.2505,0.2004,80,4.664,39.8,30.7,25.18,0,0,0,1
PDF_07783,2,1,19.81,2,6,0,1,20.59,0.2799,0.2738,122,5.82,23.7,2.11,11.67,0,1,0,1
PDF_07784,1,2,21.27,7,6,1,0,0.0,0.2473,0.2506,68,5.944,14.61,24.79,12.93,0,0,0,1
PDF_07785,1,3,13.36,5,5,2,1,21.2,0.2037,0.1994,150,5.112,41.76,4.84,12.86,0,1,0,1
PDF_07786,0,3,1.12,1,4,0,0,36.62,0.1737,0.2654,56,5.449,0.0,0.0,8.35,0,1,1,1
PDF_07787,1,2,25.04,7,6,1,0,24.68,0.32,0.3695,110,5.051,67.23,30.6,67.18,1,0,0,1
PDF_07788,1,2,28.65,6,4,2,0,30.72,0.2203,0.2463,132,6.152,36.14,29.19,38.3,0,1,0,1
PDF_07789,0,2,11.12,2,0,1,0,0.0,0.1927,0.1935,98,6.364,24.6,14.57,18.28,0,0,0,1
PDF_07790,0,2,3.38,0,3,1,0,6.56,0.3329,0.3897,115,5.56,9.7,1.07,66.32,1,0,1,1
PDF_07791,1,3,70.91,9,9,1,0,46.8,0.3628,0.3045,177,5.945,83.23,71.37,43.28,0,0,0,1
PDF_07792,1,2,22.49,4,1,1,0,16.26,0.1887,0.1417,93,5.664,18.98,26.14,18.45,0,0,0,1
PDF_07793,0,2,25.51,9,4,0,0,12.57,0.2286,0.1918,131,5.448,59.9,17.65,8.75,0,0,0,1
PDF_07794,2,3,39.28,8,7,1,0,64.81,0.3593,0.1313,160,5.554,57.78,43.45,35.57,0,1,0,1
PDF_07795,0,3,31.05,2,5,1,1,44.62,0.3594,0.3487,192,5.354,47.23,16.1,66.05,1,0,0,1
PDF_07796,0,3,0.0,2,0,0,0,0.0,0.1444,0.1165,48,5.704,10.73,0.0,0.0,0,0,1,1
PDF_07797,1,2,39.87,4,10,4,0,2.74,0.2635,0.1908,111,5.529,50.53,42.13,26.71,0,0,0,1
PDF_07798,1,2,32.51,5,5,2,0,41.52,0.2566,0.2692,119,5.731,67.6,27.3,43.22,0,1,0,1
PDF_07799,1,2,0.0,4,3,1,0,0.0,0.1342,0.1157,85,4.944,0.0,0.0,0.0,0,0,0,1
PDF_07800,2,1,49.91,12,7,1,0,34.34,0.4721,0.488,163,5.082,81.13,74.17,91.79,1,1,0,1
PDF_07801,0,1,0.0,1,3,1,0,48.76,0.187,0.1257,38,4.696,21.2,21.64,21.72,0,1,0,1
PDF_07802,0,3,29.36,7,5,1,0,26.21,0.1952,0.2571,121,6.789,28.99,20.23,44.28,0,0,1,1
PDF_07803,1,3,31.66,6,6,2,0,16.63,0.2364,0.1899,117,6.434,58.29,13.94,11.54,0,0,0,1
PDF_07804,1,2,17.68,7,3,2,1,27.05,0.2019,0.2584,72,5.894,59.11,18.74,26.6,0,0,0,1
PDF_07805,2,2,43.39,7,5,2,0,55.97,0.2424,0.168,123,5.581,52.05,48.45,26.57,0,1,0,1
PDF_07806,1,2,19.1,5,1,1,0,2.92,0.1736,0.1822,141,6.477,35.73,29.39,27.27,0,0,1,1
PDF_07807,1,2,11.3,5,5,2,1,18.65,0.1518,0.2241,137,6.225,33.39,22.23,29.84,0,1,0,1
PDF_07808,2,2,24.52,2,5,0,1,24.85,0.1784,0.156,112,4.415,30.47,10.05,14.93,0,1,0,1
PDF_07809,1,1,88.23,8,5,1,0,32.52,0.3849,0.2867,159,7.14,70.04,75.49,25.39,0,0,0,1
PDF_07810,0,2,6.75,0,1,0,0,32.89,0.3375,0.3947,133,5.395,12.7,7.11,67.77,1,1,1,1
PDF_07811,1,3,9.71,4,3,0,0,0.0,0.1539,0.1729,79,6.051,41.35,32.46,16.2,0,0,0,1
PDF_07812,2,3,62.93,3,4,3,0,30.22,0.2484,0.2141,130,5.966,61.38,15.89,37.4,0,0,0,1
PDF_07813,1,1,23.14,3,5,0,0,20.0,0.2581,0.2714,122,5.582,34.7,6.46,27.73,0,0,1,1
PDF_07814,0,2,53.24,7,4,2,0,11.75,0.3457,0.3323,102,6.69,44.71,39.81,20.33,0,0,0,1
PDF_07815,3,3,35.84,10,7,2,0,28.24,0.2573,0.2825,99,6.729,74.55,51.07,55.75,0,0,0,1
PDF_07816,2,3,28.45,5,3,2,0,18.51,0.2856,0.3264,136,5.028,12.14,21.92,76.97,1,0,0,1
PDF_07817,1,3,22.76,5,5,1,1,57.37,0.2721,0.2983,114,6.438,48.84,56.75,27.48,0,1,0,1
PDF_07818,0,1,57.34,8,7,1,0,57.94,0.3854,0.2971,162,6.647,83.02,60.27,39.15,0,1,0,1
PDF_07819,1,3,33.41,7,8,2,0,36.2,0.3004,0.2186,141,5.228,69.91,37.59,39.94,0,0,0,1
PDF_07820,2,3,50.4,7,6,2,1,57.85,0.3792,0.3012,131,6.497,67.23,47.92,28.36,0,1,0,1
PDF_07821,2,2,62.24,13,9,2,0,37.29,0.2989,0.3472,161,6.068,70.66,73.57,32.68,0,0,0,1
PDF_07822,2,3,63.84,8,7,2,1,20.27,0.2799,0.2657,136,5.801,38.46,52.23,29.87,0,0,0,1
PDF_07823,1,2,23.5,7,3,1,0,13.17,0.2387,0.1399,125,4.704,34.3,20.91,0.17,0,0,0,1
PDF_07824,1,2,43.87,4,6,2,0,33.82,0.3022,0.1701,111,5.602,62.93,31.74,12.4,0,0,0,1
PDF_07825,1,2,3.27,4,0,1,1,0.92,0.1082,0.2399,53,5.489,20.36,0.0,16.8,0,0,0,1
PDF_07826,1,3,26.27,0,0,1,0,20.83,0.1919,0.2364,130,5.103,27.77,18.47,34.04,0,0,1,1
PDF_07827,1,2,53.54,5,5,2,1,52.69,0.1598,0.2258,125,5.163,32.38,26.0,16.97,0,1,0,1
PDF_07828,2,2,42.75,8,4,1,0,77.52,0.3372,0.2206,158,6.113,51.33,14.31,48.27,0,1,0,1
PDF_07829,0,2,30.06,5,5,1,0,6.75,0.2407,0.21,64,6.654,31.07,26.95,33.44,0,0,0,1
