doc_id,ela_score,dct_score,metadata_flag_count,clone_ratio,text_alignment_score,font_inconsistency,signature_mismatch,noise_hotspots,color_patch_score,ai_artifact_score,compression_mismatch,label
DOC_0796,20.76,52.42,0,0.0465,28.58,11.12,51.17,46.64,7.99,10.89,54.31,1
DOC_0797,67.47,70.05,3,0.1247,51.92,32.73,56.5,39.38,62.79,13.57,58.05,1
DOC_0798,41.73,63.2,1,0.0409,22.24,29.42,100.0,36.85,27.4,9.93,39.87,1
DOC_0799,44.75,57.16,4,0.1265,65.06,64.19,-1.0,39.92,35.27,3.96,62.8,1
DOC_0800,31.66,7.82,0,0.0349,23.88,26.0,56.46,4.35,19.48,74.68,29.34,1
DOC_0801,61.45,48.65,1,0.0926,54.74,56.72,-1.0,69.78,63.27,24.18,49.41,1
DOC_0802,47.49,35.59,1,0.036,85.67,82.01,68.72,62.78,58.16,5.32,30.13,1
DOC_0803,70.32,82.11,1,0.0748,19.84,40.11,52.39,49.95,83.78,21.73,60.49,1
DOC_0804,38.6,33.25,1,0.0491,30.01,5.5,78.66,42.34,23.44,11.18,46.11,1
DOC_0805,90.59,51.01,2,0.0697,57.43,55.5,60.22,42.42,66.85,12.85,18.55,1
DOC_0806,62.94,88.66,4,0.1976,76.47,86.73,-1.0,50.91,76.29,24.46,74.32,1
DOC_0807,67.74,42.4,0,0.0587,51.62,43.16,-1.0,21.51,42.39,21.26,59.21,1
DOC_0808,37.89,47.69,1,0.1236,73.89,41.29,-1.0,55.08,53.46,0.0,56.68,1
DOC_0809,73.74,50.81,2,0.0442,46.04,68.04,79.82,40.15,34.81,15.25,65.35,1
DOC_0810,66.52,10.57,3,0.0481,47.79,88.32,74.38,46.66,70.83,35.0,36.02,1
DOC_0811,66.89,90.75,1,0.1542,65.9,49.93,-1.0,47.62,43.63,17.42,53.19,1
DOC_0812,68.29,75.54,2,0.0598,51.75,77.24,57.68,78.19,88.85,20.47,65.77,1
DOC_0813,83.57,91.63,5,0.22,92.36,97.16,-1.0,84.39,74.27,14.4,52.35,1
DOC_0814,26.69,41.41,1,0.0479,0.0,38.25,52.42,25.7,41.98,19.97,12.16,1
DOC_0815,65.36,86.06,0,0.078,42.89,75.29,-1.0,37.29,71.03,17.84,20.16,1
DOC_0816,86.09,76.98,2,0.3129,75.78,66.94,-1.0,63.45,84.59,13.79,51.03,1
DOC_0817,37.16,51.81,0,0.046,28.09,17.3,61.89,20.19,27.82,3.52,38.17,1
DOC_0818,71.11,80.31,5,0.2749,74.85,77.64,71.51,55.96,74.49,15.4,59.81,1
DOC_0819,29.91,37.1,3,0.0215,26.25,22.22,-1.0,27.17,10.59,20.7,40.74,1
DOC_0820,40.02,37.61,1,0.0369,27.13,36.51,46.67,30.48,49.24,5.63,22.71,1
DOC_0821,22.23,15.16,0,0.0024,19.91,19.03,30.12,38.52,11.48,74.73,37.33,1
DOC_0822,64.92,57.42,3,0.2233,40.56,63.82,35.07,66.18,55.61,9.65,56.67,1
DOC_0823,8.89,40.58,0,0.0187,39.35,16.16,-1.0,23.24,28.59,22.92,50.85,1
DOC_0824,47.47,29.46,1,0.0407,18.69,19.82,11.34,29.51,24.55,89.86,29.47,1
DOC_0825,44.39,43.11,0,0.1069,24.2,24.4,87.33,22.67,49.48,7.78,21.09,1
DOC_0826,50.79,18.97,1,0.0525,45.82,71.85,75.2,66.06,51.12,16.41,27.55,1
DOC_0827,80.39,69.67,4,0.0554,81.22,87.69,-1.0,62.58,75.71,18.87,61.77,1
DOC_0828,61.92,32.63,3,0.1464,38.82,66.76,-1.0,38.06,50.97,18.31,44.82,1
DOC_0829,60.29,65.36,3,0.0626,69.97,40.1,-1.0,48.91,52.36,38.49,72.1,1
DOC_0830,21.17,29.2,0,0.0174,15.31,20.62,11.2,0.0,32.17,91.08,21.41,1
DOC_0831,45.76,17.69,1,0.0,13.91,9.0,-1.0,17.37,19.21,92.38,25.14,1
DOC_0832,51.25,73.81,0,0.2118,87.84,25.42,-1.0,52.06,51.5,27.72,58.91,1
DOC_0833,71.68,55.17,3,0.0974,59.26,66.83,-1.0,51.28,45.96,26.06,32.5,1
DOC_0834,51.24,73.5,2,0.1015,70.78,52.34,31.99,46.27,45.25,14.13,44.5,1
DOC_0835,33.84,34.76,0,0.0511,41.22,9.88,-1.0,17.62,57.59,6.56,53.49,1
DOC_0836,37.73,37.19,1,0.0833,51.88,55.28,-1.0,37.25,75.85,27.24,72.09,1
DOC_0837,34.29,33.3,0,0.0265,30.71,12.38,31.76,12.07,39.83,25.21,35.51,1
DOC_0838,95.28,77.05,4,0.2336,70.64,85.33,49.05,64.36,87.47,8.14,61.17,1
DOC_0839,41.87,56.53,2,0.0584,76.79,60.6,-1.0,74.45,57.44,30.41,79.01,1
DOC_0840,57.44,43.12,3,0.0,27.52,5.88,86.27,35.02,57.36,11.52,36.82,1
DOC_0841,74.08,54.05,2,0.0423,76.36,35.04,96.11,51.82,43.25,4.76,33.36,1
DOC_0842,29.24,4.42,3,0.0608,20.63,18.78,-1.0,36.5,20.61,9.34,27.23,1
DOC_0843,36.07,57.81,1,0.0021,30.58,24.83,0.0,31.27,21.27,1.69,17.84,1
DOC_0844,12.0,12.84,0,0.0402,3.83,20.74,30.21,29.75,19.22,68.63,47.11,1
DOC_0845,48.58,29.83,2,0.0458,29.88,13.2,-1.0,26.88,4.17,83.58,13.46,1
DOC_0846,17.93,19.38,2,0.0,55.62,13.13,-1.0,30.73,6.76,76.68,26.33,1
DOC_0847,45.09,53.61,4,0.1302,64.0,67.99,73.92,41.51,75.29,7.59,70.41,1
DOC_0848,46.43,49.31,4,0.121,26.34,67.39,-1.0,61.04,62.09,0.0,35.9,1
DOC_0849,31.99,34.8,2,0.0375,24.32,39.38,4.21,30.67,18.7,17.14,33.05,1
DOC_0850,24.46,14.94,2,0.056,18.0,35.17,78.21,18.48,33.16,0.55,27.24,1
DOC_0851,12.84,34.82,0,0.0108,21.66,20.74,-1.0,22.1,27.69,79.51,23.18,1
DOC_0852,82.19,82.95,4,0.191,59.67,79.81,-1.0,94.39,67.67,24.53,69.35,1
DOC_0853,79.08,70.82,4,0.2738,63.86,96.04,-1.0,65.88,100.0,1.86,100.0,1
DOC_0854,26.48,35.12,1,0.0005,20.86,37.23,45.56,28.61,4.94,0.0,9.04,1
DOC_0855,39.03,13.92,1,0.0863,19.93,15.87,96.72,51.03,28.94,17.48,21.85,1
DOC_0856,67.05,74.23,3,0.0414,17.08,38.27,89.67,44.46,22.92,2.07,31.99,1
DOC_0857,24.36,34.68,1,0.0263,20.24,38.1,84.32,6.44,21.44,14.87,29.17,1
DOC_0858,56.83,56.3,0,0.1128,67.98,83.91,-1.0,61.1,54.65,5.92,63.12,1
DOC_0859,78.33,75.45,4,0.1852,60.26,59.09,55.37,66.07,54.26,14.13,71.91,1
DOC_0860,23.74,17.65,2,0.0218,7.63,35.66,-1.0,23.61,12.64,6.18,34.23,1
DOC_0861,30.39,27.42,0,0.0,20.08,21.25,-1.0,17.22,0.0,93.06,37.52,1
DOC_0862,65.31,66.37,2,0.2034,70.93,11.7,86.42,88.18,69.45,29.95,68.86,1
DOC_0863,31.67,62.93,2,0.0,23.7,28.68,-1.0,8.7,20.57,14.97,10.03,1
DOC_0864,40.23,71.17,3,0.0,20.54,18.89,83.03,35.82,35.3,18.82,33.83,1
DOC_0865,59.15,74.21,5,0.2358,80.41,96.76,-1.0,72.35,74.61,27.31,62.75,1
DOC_0866,21.1,31.83,2,0.0386,12.87,12.31,-1.0,25.15,28.42,9.97,53.88,1
DOC_0867,42.15,53.84,2,0.0866,77.3,66.54,-1.0,42.05,44.28,29.36,60.12,1
DOC_0868,49.02,50.48,2,0.0615,67.53,51.72,-1.0,28.97,34.76,6.71,65.65,1
DOC_0869,77.43,77.51,4,0.1634,81.22,93.62,-1.0,64.93,68.59,9.86,61.22,1
DOC_0870,63.12,31.32,2,0.0826,63.39,54.95,57.59,51.1,81.49,16.78,40.7,1
DOC_0871,46.62,65.71,2,0.144,66.63,64.29,61.86,77.54,19.91,21.67,72.71,1
DOC_0872,11.94,19.6,1,0.0445,14.51,26.41,35.09,13.95,15.86,20.53,39.05,1
DOC_0873,82.99,85.68,5,0.3341,76.48,79.28,-1.0,57.84,68.76,8.73,64.53,1
DOC_0874,63.83,86.58,3,0.3935,76.01,81.34,-1.0,66.88,78.81,3.64,79.7,1
DOC_0875,23.0,27.78,0,0.0,13.19,22.12,20.64,34.25,6.38,98.31,22.4,1
DOC_0876,28.42,16.79,1,0.0249,11.45,28.78,27.22,10.01,27.23,11.98,15.02,1
DOC_0877,90.24,75.22,2,0.2255,90.75,65.28,-1.0,78.32,69.14,27.18,88.94,1
DOC_0878,34.68,53.9,2,0.0945,23.48,34.4,74.24,31.38,41.32,12.22,26.69,1
DOC_0879,97.72,65.94,5,0.0,62.81,74.52,-1.0,71.58,82.23,28.93,82.58,1
DOC_0880,50.04,69.64,4,0.2198,63.89,44.51,62.47,45.62,45.18,19.47,76.29,1
DOC_0881,82.7,94.97,3,0.1875,84.45,91.44,74.93,79.51,82.69,20.87,74.24,1
DOC_0882,66.8,77.53,1,0.1724,72.93,68.88,-1.0,41.72,89.8,18.51,74.94,1
DOC_0883,88.67,68.21,4,0.3068,75.46,77.33,-1.0,57.96,63.63,29.05,37.33,1
DOC_0884,28.14,30.7,0,0.0,37.7,23.55,5.77,3.57,21.0,96.62,27.64,1
DOC_0885,47.63,45.37,0,0.0,37.89,11.46,78.15,33.29,35.2,13.31,26.86,1
DOC_0886,21.93,16.14,3,0.0461,25.94,0.0,40.97,21.76,52.05,21.55,6.59,1
DOC_0887,86.65,80.01,4,0.2032,82.22,74.51,-1.0,59.42,85.41,6.19,63.28,1
DOC_0888,29.38,73.13,3,0.0993,41.9,60.52,-1.0,78.54,62.35,8.02,25.86,1
DOC_0889,40.16,56.32,0,0.1326,39.48,50.53,-1.0,30.81,83.12,23.89,86.15,1
DOC_0890,66.64,47.26,2,0.0888,75.37,60.26,67.52,60.84,60.94,14.38,57.94,1
DOC_0891,20.83,40.63,1,0.0199,13.19,38.65,-1.0,32.14,3.5,14.18,22.4,1
DOC_0892,54.92,30.89,3,0.1452,56.85,38.32,24.79,71.67,72.47,19.13,55.98,1
DOC_0893,89.89,83.77,4,0.1476,90.18,92.03,-1.0,44.36,79.53,21.63,88.28,1
DOC_0894,37.71,11.88,0,0.0,5.84,18.6,-1.0,4.75,33.46,92.22,33.98,1
DOC_0895,73.67,84.11,4,0.0982,54.58,100.0,-1.0,61.96,71.63,24.56,97.28,1
DOC_0896,79.2,37.5,2,0.1784,6.43,82.67,-1.0,50.06,52.97,23.94,61.02,1
DOC_0897,39.03,49.15,3,0.1714,60.85,64.3,-1.0,0.0,46.91,22.64,47.97,1
DOC_0898,76.41,67.5,4,0.1906,87.19,74.47,-1.0,63.79,65.38,14.54,83.9,1
DOC_0899,27.39,86.99,2,0.0401,85.71,59.72,45.02,60.1,44.39,19.87,85.19,1
DOC_0900,73.93,53.53,3,0.1398,63.92,50.06,96.03,63.55,48.1,5.77,50.15,1
DOC_0901,43.78,17.08,2,0.049,29.4,53.22,100.0,54.26,64.24,4.44,47.84,1
DOC_0902,59.21,23.16,1,0.1198,58.06,56.55,78.48,43.87,82.6,14.35,75.93,1
DOC_0903,51.79,48.57,3,0.0564,24.84,36.85,85.42,54.25,28.76,5.12,48.19,1
DOC_0904,24.34,40.69,1,0.0056,23.95,10.38,-1.0,23.42,9.59,12.53,49.13,1
DOC_0905,85.37,89.71,4,0.1727,100.0,77.45,75.0,57.22,84.97,25.08,82.86,1
DOC_0906,88.23,55.2,1,0.0704,59.81,58.38,33.99,46.45,48.76,8.55,41.87,1
DOC_0907,21.72,12.88,2,0.0595,23.37,16.15,-1.0,38.13,48.01,0.0,12.78,1
DOC_0908,18.36,25.42,0,0.0142,13.19,25.03,52.11,15.33,0.0,2.06,22.31,1
DOC_0909,79.04,66.44,2,0.1471,73.99,64.8,-1.0,65.7,61.87,27.07,77.68,1
DOC_0910,27.16,20.84,3,0.0383,32.33,36.01,57.88,29.52,36.96,11.07,39.46,1
DOC_0911,45.25,46.75,3,0.1335,62.7,39.08,-1.0,56.13,41.96,48.78,64.28,1
DOC_0912,43.75,34.27,0,0.0545,43.59,36.72,92.51,61.54,5.81,15.7,56.83,1
DOC_0913,66.76,31.01,3,0.1541,78.76,60.85,69.31,47.65,40.4,22.58,72.75,1
DOC_0914,28.68,24.19,0,0.0255,37.09,18.56,76.37,8.66,12.2,1.12,26.69,1
DOC_0915,22.38,46.34,1,0.0298,41.66,31.02,43.13,22.76,10.67,9.36,34.16,1
DOC_0916,39.05,46.02,1,0.1611,68.12,69.68,52.95,57.5,50.97,11.95,73.19,1
DOC_0917,38.31,32.7,3,0.0133,18.33,25.42,-1.0,15.27,24.2,6.08,28.59,1
DOC_0918,22.56,39.34,1,0.0376,36.0,14.75,72.41,0.08,17.5,22.95,25.55,1
DOC_0919,21.81,32.37,1,0.024,39.78,26.21,54.2,19.22,29.1,5.66,10.71,1
DOC_0920,27.76,13.95,1,0.0284,35.89,20.78,48.95,10.75,5.86,18.62,23.57,1
DOC_0921,43.92,0.0,3,0.0296,18.01,17.47,50.55,30.33,21.51,0.45,13.09,1
DOC_0922,16.62,32.56,0,0.0,9.61,42.41,45.97,4.88,30.52,82.19,20.0,1
DOC_0923,22.56,41.16,1,0.0958,26.02,20.09,44.27,23.38,17.38,8.49,47.77,1
DOC_0924,49.19,47.63,1,0.0851,27.29,6.66,75.74,35.23,34.04,9.0,30.8,1
DOC_0925,20.89,31.67,1,0.0583,22.26,28.21,-1.0,26.72,41.57,20.1,29.19,1
DOC_0926,50.39,43.05,0,0.1641,43.71,66.45,67.19,85.53,57.24,25.99,48.67,1
DOC_0927,76.96,74.11,2,0.0908,63.96,80.89,47.94,46.42,69.13,23.44,49.89,1
DOC_0928,79.06,2.64,2,0.1635,35.55,49.86,68.3,30.07,62.13,8.7,26.73,1
DOC_0929,39.66,51.53,1,0.0451,38.97,39.34,-1.0,27.3,36.96,11.49,48.15,1
DOC_0930,84.68,62.19,3,0.2013,100.0,86.9,85.86,74.45,81.12,22.23,43.81,1
DOC_0931,59.89,34.91,1,0.2313,67.54,59.48,13.68,55.33,50.54,20.7,42.83,1
DOC_0932,39.92,28.46,1,0.0341,24.14,18.34,21.76,22.43,31.54,6.51,36.5,1
DOC_0933,88.66,93.0,2,0.1603,73.19,69.51,64.6,100.0,92.14,18.13,84.14,1
DOC_0934,62.36,100.0,3,0.2099,70.64,82.73,-1.0,51.4,75.42,12.56,56.91,1
DOC_0935,45.13,59.06,2,0.1284,53.07,64.03,78.0,60.6,38.49,11.33,55.57,1
DOC_0936,39.41,55.55,3,0.0883,30.7,10.45,86.19,12.92,2.58,4.41,39.84,1
DOC_0937,60.01,29.59,2,0.1996,50.71,98.82,64.63,53.06,47.84,22.19,52.12,1
DOC_0938,35.57,10.53,3,0.0953,0.0,28.12,95.18,52.2,29.22,13.66,52.79,1
DOC_0939,57.37,24.39,1,0.0027,22.96,17.19,-1.0,32.66,30.93,84.27,20.51,1
DOC_0940,71.42,72.91,3,0.0793,83.81,87.09,86.55,66.54,50.43,1.87,72.11,1
DOC_0941,15.12,53.26,0,0.0,25.35,10.69,-1.0,37.52,20.78,92.19,30.07,1
DOC_0942,75.82,4.6,3,0.214,46.05,28.72,30.02,42.94,36.76,8.7,32.81,1
DOC_0943,41.43,10.53,1,0.0085,36.65,18.26,-1.0,23.14,27.5,68.9,31.22,1
DOC_0944,41.52,30.62,1,0.0464,51.94,18.12,57.59,28.45,17.18,3.23,54.42,1
DOC_0945,54.58,36.94,1,0.0016,34.9,73.64,71.35,43.0,64.58,4.7,99.02,1
DOC_0946,93.24,77.69,3,0.2387,84.41,73.03,70.94,49.62,75.89,17.82,70.36,1
DOC_0947,43.26,40.26,0,0.0698,15.14,19.5,100.0,27.21,30.09,11.15,35.18,1
DOC_0948,100.0,83.67,4,0.1459,74.86,76.01,90.53,93.74,75.31,28.06,100.0,1
DOC_0949,47.88,40.55,1,0.0444,13.54,22.09,77.17,6.12,38.73,16.63,45.01,1
DOC_0950,54.54,20.02,0,0.0137,18.98,9.03,28.1,17.2,13.88,55.97,20.59,1
DOC_0951,14.36,35.24,2,0.0488,3.87,31.18,48.63,5.39,44.06,22.61,30.26,1
DOC_0952,66.17,33.72,1,0.0224,5.12,4.38,87.65,60.06,56.46,17.2,23.28,1
DOC_0953,31.0,55.14,1,0.0415,44.81,29.75,95.04,48.35,35.05,12.96,47.93,1
DOC_0954,26.81,11.03,1,0.0,27.94,19.33,-1.0,34.81,19.98,68.18,26.23,1
DOC_0955,49.19,43.9,1,0.1204,100.0,77.6,56.3,85.75,56.88,20.98,37.44,1
DOC_0956,37.22,24.63,0,0.0241,30.81,19.69,55.97,0.0,23.44,13.75,32.13,1
DOC_0957,96.79,85.25,3,0.3076,77.0,91.81,-1.0,74.32,59.79,24.23,94.92,1
DOC_0958,55.23,34.68,2,0.1757,55.79,58.91,58.81,82.16,51.51,19.08,39.5,1
DOC_0959,52.3,27.55,0,0.0883,52.23,43.92,63.93,46.03,56.45,15.41,68.7,1
DOC_0960,26.55,27.1,0,0.0623,13.75,0.0,-1.0,19.35,23.03,7.35,33.91,1
DOC_0961,7.48,46.52,0,0.0169,57.69,42.63,8.61,30.52,4.31,4.48,29.26,1
DOC_0962,62.06,31.33,4,0.2139,29.0,66.78,47.86,62.34,46.05,22.15,60.56,1
DOC_0963,37.01,20.66,1,0.0203,15.49,5.74,-1.0,13.08,41.77,73.21,34.07,1
DOC_0964,38.99,45.92,0,0.0217,14.89,28.84,96.64,60.49,21.62,14.74,28.29,1
DOC_0965,82.24,62.24,4,0.2662,60.59,73.75,-1.0,29.92,94.49,0.0,71.1,1
DOC_0966,86.25,64.24,4,0.1533,90.79,82.18,-1.0,71.11,48.21,23.22,63.38,1
DOC_0967,78.53,80.1,4,0.2508,45.51,84.63,50.25,65.14,68.72,9.97,60.51,1
DOC_0968,52.38,22.7,2,0.0241,5.07,21.57,-1.0,17.47,6.1,93.65,20.64,1
DOC_0969,49.67,61.75,0,0.1146,70.23,100.0,88.82,47.94,48.71,25.27,50.28,1
DOC_0970,61.47,34.93,3,0.0635,11.83,21.13,96.38,33.49,18.64,21.4,9.82,1
DOC_0971,78.07,79.5,5,0.0947,100.0,87.14,-1.0,58.3,85.85,18.19,64.7,1
DOC_0972,89.42,71.27,4,0.2598,71.65,95.86,89.44,51.09,100.0,3.96,85.29,1
DOC_0973,41.47,13.91,0,0.0,37.18,11.28,-1.0,35.35,9.3,81.92,23.99,1
DOC_0974,43.43,54.15,1,0.076,38.82,25.91,93.88,42.74,40.43,3.26,56.01,1
DOC_0975,61.35,57.69,1,0.0277,81.52,59.8,-1.0,79.78,33.66,16.75,42.1,1
DOC_0976,44.38,64.01,0,0.1308,50.61,67.94,84.69,47.65,61.26,35.36,68.56,1
DOC_0977,73.62,79.78,5,0.3541,86.71,94.59,-1.0,64.6,49.78,20.15,65.82,1
DOC_0978,20.94,31.45,0,0.0737,32.25,36.83,67.8,43.82,14.27,11.94,33.32,1
DOC_0979,68.59,59.11,2,0.1413,78.68,57.33,-1.0,49.3,75.02,19.64,33.98,1
DOC_0980,55.75,91.32,0,0.1683,63.09,72.8,-1.0,46.08,67.95,16.7,63.68,1
DOC_0981,72.89,70.14,3,0.1763,88.23,62.84,56.56,97.4,78.39,7.57,77.17,1
DOC_0982,29.26,33.21,2,0.0369,11.21,8.23,-1.0,21.67,36.03,73.77,32.01,1
DOC_0983,94.88,89.78,2,0.1855,48.08,68.28,55.3,78.5,60.7,19.06,81.91,1
DOC_0984,47.45,58.07,4,0.1581,32.08,60.95,63.38,39.57,53.45,14.24,56.45,1
DOC_0985,58.29,37.19,1,0.0216,0.0,16.81,-1.0,5.75,30.61,10.0,34.24,1
DOC_0986,26.75,12.48,3,0.0048,30.56,18.39,-1.0,29.44,38.88,12.09,41.2,1
DOC_0987,56.32,49.6,0,0.0664,41.94,22.18,80.27,38.01,25.74,16.83,38.93,1
DOC_0988,64.45,33.33,1,0.1989,68.14,73.33,68.58,47.97,44.14,14.85,90.69,1
DOC_0989,30.75,13.16,1,0.0544,21.93,19.55,-1.0,11.72,43.06,11.44,36.77,1
DOC_0990,87.47,87.09,3,0.1113,76.89,91.67,61.15,63.91,98.58,11.59,40.84,1
DOC_0991,59.91,76.41,1,0.1489,70.73,85.0,-1.0,64.06,59.57,12.52,47.33,1
DOC_0992,78.58,86.38,4,0.4095,88.27,65.16,-1.0,80.88,85.93,29.57,91.25,1
DOC_0993,57.36,79.98,2,0.1767,47.18,35.89,60.63,39.48,39.6,15.89,26.54,1
DOC_0994,43.75,46.74,2,0.1216,72.43,56.55,-1.0,31.01,98.26,26.11,65.87,1
DOC_0995,24.15,35.23,2,0.04,18.65,16.46,74.96,51.9,49.22,19.82,57.06,1
DOC_0996,77.86,72.36,2,0.2583,85.99,76.13,55.43,87.43,79.67,9.61,62.47,1
DOC_0997,68.91,73.75,3,0.2341,83.39,45.56,-1.0,45.03,68.56,33.27,62.51,1
DOC_0998,76.7,50.58,3,0.0936,83.54,75.79,29.23,30.46,11.26,11.34,53.71,1
DOC_0999,30.86,44.15,2,0.0424,45.42,32.94,86.38,20.12,19.97,8.14,45.61,1
DOC_1000,46.35,19.29,0,0.0016,32.2,20.08,-1.0,3.21,10.81,77.69,15.06,1
